Album,Artist,Genre,Label,Producer,Release Date,Meta Score
At the Dam,Mary Lattimore,['Electronic'],['Ghostly International'],,Mar 4 2016,77
Rainbow Ends,Emitt Rhodes,['Pop/Rock'],['Omnivore'],,Feb 26 2016,81
Convenanza,Andrew Weatherall,['Dance'],['Rotters Golf Club'],,Feb 26 2016,71
Know Where To Run,Barry Adamson,['Pop/Rock'],['Central Control'],,Feb 26 2016,78
Keep It Together,Lily & Madeleine,['Pop/Rock'],['New West Records'],,Feb 26 2016,70
99 Cents,Santigold,['Electronic'],['Atlantic'],,Feb 26 2016,71
In Search of Harperfield,Emma Pollock,['Pop/Rock'],['Chemikal Underground'],,Feb 26 2016,83
Dig in Deep,Bonnie Raitt,['Pop/Rock'],['Redwing Music'],,Feb 26 2016,82
SVIIB,School of Seven Bells,['Pop/Rock'],['Vagrant'],,Feb 26 2016,83
Meet the Humans,Steve Mason,['Pop/Rock'],['Domino'],,Feb 26 2016,81
Plaza,Quilt,['Pop/Rock'],['Mexican Summer'],,Feb 26 2016,76
For All Kings,Anthrax,['Pop/Rock'],['Megaforce'],,Feb 26 2016,70
Stranger Things,Yuck,['Pop/Rock'],[],,Feb 26 2016,62
The Ridge,Sarah Neufeld,['Pop/Rock'],['Paper Bag Inc'],,Feb 26 2016,70
Grandfeathered,Pinkshinyultrablast,['Pop/Rock'],['Shellshock'],,Feb 26 2016,77
"I Like It When You Sleep, For You Are So Beautiful Yet So Unaware of It",The 1975,['Pop/Rock'],['Interscope'],,Feb 26 2016,75
How to Dance,Mount Moriah,['Pop/Rock'],['Merge'],,Feb 26 2016,78
Summertime: Willie Nelson Sings Gershwin,Willie Nelson,['Jazz'],['Sony Music'],,Feb 26 2016,71
When You Walk a Long Distance You Are Tired,Mothers,['Pop/Rock'],['Grand Jury'],,Feb 26 2016,79
George Fest: A Night to Celebrate the Music of George Harrison [Live],Various Artists,['Pop/Rock'],['BMG Rights Management'],,Feb 26 2016,70
Going Down in History,Waco Brothers,['Alt-Country'],['Bloodshot'],,Feb 26 2016,80
Higher Power,The Dirty Nil,['Pop/Rock'],['Dine Alone'],,Feb 26 2016,73
This Unruly Mess I've Made,Macklemore & Ryan Lewis,['Rap'],['Macklemore'],,Feb 26 2016,59
Hills End,DMA's,['Pop/Rock'],['Infectious'],,Feb 26 2016,71
Loop the Loop,Bullion,['Electronic'],['Deek'],,Feb 26 2016,84
At Hope's Ravine,Holy Esque,['Pop/Rock'],['Beyond The Frequency'],,Feb 26 2016,71
God Don't Never Change: The Songs of Blind Willie Johnson,Various Artists,['Blues'],['Alligator Records'],,Feb 26 2016,72
LNZNDRF,LNZNDRF,['Pop/Rock'],['4AD'],,Feb 26 2016,70
The Gospel,Årabrot,['Pop/Rock'],['Fysisk Format'],,Feb 26 2016,82
Värähtelijä,Oranssi Pazuzu,['Experimental'],['Svart'],,Feb 26 2016,83
Vroom Vroom [EP],Charli XCX,['Pop/Rock'],['Vroom Vroom'],,Feb 26 2016,64
Anvil Is Anvil,Anvil,['Pop/Rock'],['Steamhammer'],,Feb 26 2016,68
Charlene,Tweet,['R&B'],['eOne'],,Feb 26 2016,74
Feels,Feels,['Pop/Rock'],['Castle Face'],,Feb 26 2016,73
Side Pony,Lake Street Dive,['Pop/Rock'],['Nonesuch'],,Feb 19 2016,76
Love Yes,TEEN,['Pop/Rock'],['Carpark Records'],,Feb 19 2016,75
Taking One For The Team,Simple Plan,['Pop/Rock'],['Atlantic'],,Feb 19 2016,65
Basar,Africaine 808,['Electronic'],['Golf Channel'],,Feb 19 2016,77
Life of Pause,Wild Nothing,['Pop/Rock'],['Bella Union'],,Feb 19 2016,74
Void Beats/Invocation Trex,Cavern of Anti-Matter,['Pop/Rock'],['Duophonic'],,Feb 19 2016,77
Painting With,Animal Collective,,['Domino'],,Feb 19 2016,69
Grasque,Choir of Young Believers,['Pop/Rock'],['Ghostly International'],,Feb 19 2016,59
"Yes, I'm a Witch Too",Yoko Ono,['Pop/Rock'],['Manimal Vinyl'],,Feb 19 2016,74
Livin' on a High Note,Mavis Staples,['R&B'],['Epitaph'],,Feb 19 2016,76
Century Plaza,Dan Sartain,['Pop/Rock'],['One Little Indian'],,Feb 19 2016,73
Marlon Williams,Marlon Williams,['Pop/Rock'],['Dead Oceans Records'],,Feb 19 2016,77
Neo,So Pitted,['Pop/Rock'],['Sub Pop'],,Feb 19 2016,77
The Heretic's Bargain,Rangda,['Pop/Rock'],['Drag City'],,Feb 19 2016,75
Victorious,Wolfmother,['Pop/Rock'],['Universal'],,Feb 19 2016,61
Ultimate Care II,Matmos,['Electronic'],['Thrill Jockey'],,Feb 19 2016,76
Phase,Jack Garratt,['Pop/Rock'],['Interscope'],,Feb 19 2016,64
Daze,Brood Ma,['Electronic'],['Tri Angle'],,Feb 19 2016,79
Need Your Light,Ra Ra Riot,['Pop/Rock'],['Barsuk'],,Feb 19 2016,69
Principe del Norte,Prins Thomas,['Electronic'],['Smalltown Supersound'],,Feb 19 2016,76
Banshee,The Cave Singers,['Pop/Rock'],['Jagjaguwar'],,Feb 19 2016,62
DJ-Kicks,Moodymann,['Electronic'],['!K7'],,Feb 19 2016,83
Here Be Monsters,Motorpsycho,['Pop/Rock'],['Rune Grammofon'],,Feb 19 2016,83
Lola,Carrie Rodriguez,['Country'],['Luz'],,Feb 19 2016,75
Demain Est une Autre Nuit,Essaie Pas,['Electronic'],['DFA'],,Feb 19 2016,76
In My Mind,BJ the Chicago Kid,['R&B'],['Motown'],,Feb 19 2016,84
Traditional Synthesizer Music,Venetian Snares,['Electronic'],['Planet Mu'],,Feb 19 2016,76
Seth Bogart,Seth Bogart,['Pop/Rock'],['Burger Records'],,Feb 19 2016,81
The  Art of Hustle,Yo Gotti,['Rap'],['Epic'],,Feb 19 2016,74
Rot Forever,Sioux Falls,['Pop/Rock'],['Standard Brickhouse'],,Feb 19 2016,77
Wise Ol' Man [EP],The Fall,['Alternative/Indie Rock'],['Cherry Red'],,Feb 19 2016,71
Old Adam,Fay Hield,['Folk'],['Soundpost Records'],,Feb 19 2016,78
On Vacation,CFCF,,['International Feel Recordings'],,Feb 19 2016,75
Mowing,Michael Nau,['Pop/Rock'],['Suicide Squeeze'],,Feb 19 2016,79
The Life Of Pablo,Kanye West,['Rap'],"['Def Jam ', ' GOOD']",,Feb 13 2016,75
Synesthetica,Radiation City,['Pop/Rock'],['Polyvinyl'],,Feb 12 2016,80
Everybody's Dying To Meet You,Flowers,['Pop/Rock'],['Kanine Records'],,Feb 12 2016,63
Cardinal,Pinegrove,['Pop/Rock'],['Run for Cover Records'],,Feb 12 2016,84
Spilt Milk,Peter Astor,['Pop/Rock'],['Slumberland'],,Feb 12 2016,76
My Wild West,Lissie,['Pop/Rock'],['Thirty Tigers'],,Feb 12 2016,73
Hidden City,The Cult,['Pop/Rock'],['Cooking Vinyl'],,Feb 12 2016,68
Fever Daydream,The Black Queen,['Pop/Rock'],['The Black Queen'],,Feb 12 2016,74
Good Advice,Basia Bulat,['Pop/Rock'],['Secret City Records'],,Feb 12 2016,73
K 2.0,Kula Shaker,['Pop/Rock'],['Strangefolk'],,Feb 12 2016,58
Né So,Rokia Traoré,['International'],['Nonesuch'],,Feb 12 2016,78
Down to My Last Bad Habit,Vince Gill,['Bluegrass'],['MCA'],,Feb 12 2016,80
Hiperasia,El Guincho,['R&B'],['Everlasting'],,Feb 12 2016,72
Operator,Telegram,['Pop/Rock'],['Gramgram'],,Feb 12 2016,74
Wynonna & the Big Noise,Wynonna & The Big Noise,['Country'],['Curb'],,Feb 12 2016,88
Skifflin',The Skiffle Players,['Pop/Rock'],['Spiritual Pajamas'],,Feb 12 2016,77
EVOL,Future,['Rap'],['Epic'],,Feb 6 2016,68
Crime Cutz [EP],Holy Ghost!,['Electronic'],['DFA'],,Feb 6 2016,67
The Psychedelic Swamp,Dr. Dog,['Pop/Rock'],"['Anti', 'Epitaph']",,Feb 5 2016,72
I'm Up [Mixtape],Young Thug,['Rap'],['300 Entertainment'],,Feb 5 2016,76
Mass Gothic,Mass Gothic,['Pop/Rock'],['Sub Pop Records'],,Feb 5 2016,67
The  Ghosts of Highway 20,Lucinda Williams,['Country'],['Highway 20 Records'],,Feb 5 2016,83
Human Ceremony,Sunflower Bean,['Pop/Rock'],['Fat Possum'],,Feb 5 2016,73
Is the Is Are,DIIV,['Pop/Rock'],['Captured Tracks'],,Feb 5 2016,72
Commontime,Field Music,['Pop/Rock'],['Memphis Industries'],,Feb 5 2016,79
Wonderful Crazy Night,Elton John,['Pop/Rock'],['Island'],,Feb 5 2016,70
Resort,Tuff Love,['Electronic'],['Lost Map'],,Feb 5 2016,72
What Do People Do All Do All Day,Working for a Nuclear Free City,['Electronic'],['Melodic'],,Feb 5 2016,72
Thought Rock Fish Scale,Nap Eyes,['Pop/Rock'],['Paradise of Bachelors'],,Feb 5 2016,74
Pool,Porches,['Pop/Rock'],['Domino'],,Feb 5 2016,75
The Gamble,Nonkeen,['Electronic'],['R&S Records'],,Feb 5 2016,75
Big Black Coat,Junior Boys,['Electronic'],['City Slang'],,Feb 5 2016,80
Heaven Adores You [Original Motion Picture Soundtrack],Elliott Smith,['Pop/Rock'],['Universal'],,Feb 5 2016,79
No More Lamps in the Morning,Josephine Foster,['Pop/Rock'],['Fire Records'],,Feb 5 2016,77
Supernatural Love,Sidestepper,,['Real World'],,Feb 5 2016,84
All I Need,Foxes,['Pop/Rock'],['Sign of the Times'],,Feb 5 2016,67
Scheherazade,Freakwater,['Country'],['Bloodshot'],,Feb 5 2016,83
Hold On!,The James Hunter Six,['R&B'],['Daptone'],,Feb 5 2016,82
We Are King,King,['R&B'],['King Creative'],,Feb 5 2016,83
Funs Cool,The Prettiots,['Pop/Rock'],['Rough Trade'],,Feb 5 2016,73
Escapements,Beacon,['Electronic'],['Ghostly International'],,Feb 5 2016,77
Majid Jordan,Majid Jordan,['Rap'],"['Atlantic ', ' Elektra ', ' Warner Music']",,Feb 5 2016,69
Night Driver,Laser,['Pop/Rock'],[],,Feb 5 2016,64
X: No Absolutes,Prong,['Pop/Rock'],['Steamhammer'],,Feb 5 2016,74
Khalifa,Wiz Khalifa,['Rap'],['Atlantic'],,Feb 5 2016,56
Man Made Object,GoGo Penguin,['Jazz'],['Blue Note'],,Feb 5 2016,72
Opus,Eric Prydz,['Electronic'],['Virgin EMI'],,Feb 5 2016,72
Begin,Lion Babe,['R&B'],['Polydor'],,Feb 5 2016,63
Ladies & Gentlemen,Infamous Stringdusters,['Bluegrass'],['Compass'],,Feb 5 2016,76
A Minor Thought,Moomin,['Electronic'],['Smallville'],,Feb 5 2016,71
Out My Feelings (In My Past),Boosie Badazz,['Rap'],['Empire'],,Feb 5 2016,82
Nine Track Mind,Charlie Puth,['Pop/Rock'],['Atlantic'],,Jan 29 2016,37
Nevermen,Nevermen,['Pop/Rock'],['Ipecac Recordings'],,Jan 29 2016,69
Hymns,Bloc Party,['Pop/Rock'],['BMG Rights Management'],,Jan 29 2016,55
Suicide Songs,MONEY,['Pop/Rock'],['Bella Union'],,Jan 29 2016,78
This Is Acting,Sia,['Pop'],['RCA'],,Jan 29 2016,67
Don't You,Wet,['Pop/Rock'],['Columbia'],,Jan 29 2016,61
MartyrLoserKing,Saul Williams,['Rap'],['Fader'],,Jan 29 2016,78
Who Sold My Generation,Night Beats,['Pop/Rock'],['PIAS'],,Jan 29 2016,80
Lost Property,Turin Brakes,['Pop/Rock'],['Cooking Vinyl'],,Jan 29 2016,78
Night Fiction,Cian Nugent,['Pop/Rock'],['Woodsist'],,Jan 29 2016,73
Wabi Sabi,Cross Record,['Pop/Rock'],['Ba Da Bing Records'],,Jan 29 2016,78
Gumption,Your Friend,['Pop/Rock'],['Domino'],,Jan 29 2016,71
Songs in the Key of Animals,Benji Hughes,['Pop/Rock'],['Merge'],,Jan 29 2016,57
The Astonishing,Dream Theater,['Pop/Rock'],['Roadrunner Records'],,Jan 29 2016,80
Let Me Get By,Tedeschi Trucks Band,['Pop/Rock'],['Fantasy'],,Jan 29 2016,78
Vile Child,Milk Teeth,['Pop/Rock'],['Hopeless Records'],,Jan 29 2016,88
Promise Everything,Basement,['Pop/Rock'],['Run for Cover Records'],,Jan 29 2016,75
Songs of Separation,Songs of Separation,['Folk'],['Navigator'],,Jan 29 2016,84
Cayamo Sessions at Sea,Buddy Miller & Friends,['Country'],['New West'],,Jan 29 2016,78
Promise,Emily Wells,['Pop/Rock'],['Lefse Records'],,Jan 29 2016,78
Islah,Kevin Gates,['Rap'],['Atlantic'],,Jan 29 2016,81
Pillars of Ash,Black Tusk,['Pop/Rock'],['Relapse Records'],,Jan 29 2016,80
Matter,St. Lucia,['Pop/Rock'],['Columbia'],,Jan 29 2016,59
Still in a Dream: A Story of Shoegaze,Various Artists,['Pop/Rock'],['Cherry Red'],,Jan 29 2016,81
Stand Up and Speak,DJDS,['Electronic'],['Loma Vista Recordings'],,Jan 29 2016,63
Arts & Leisure,Walter Martin,['Alternative/Indie Rock'],['Ile Flottante Music'],,Jan 29 2016,77
Weighted Mind,Sierra Hull,['Bluegrass'],['Rounder'],,Jan 29 2016,82
Anti,Rihanna,['Pop/Rock'],['Roc Nation'],,Jan 28 2016,73
Ritual Spirit [EP],Massive Attack,['Electronic'],['Virgin'],,Jan 28 2016,81
Jet Plane And Oxbow,Shearwater,['Pop/Rock'],['Sup Pop'],,Jan 22 2016,82
Adore Life,Savages,['Pop/Rock'],['Matador'],,Jan 22 2016,82
M:FANS,John Cale,['Pop/Rock'],['Domino'],,Jan 22 2016,76
New View,Eleanor Friedberger,['Pop/Rock'],['Frenchkiss Records'],,Jan 22 2016,81
Night Thoughts,Suede,['Pop/Rock'],['Rhino'],,Jan 22 2016,80
Emotional Mugger,Ty Segall,['Pop/Rock'],['Drag City'],,Jan 22 2016,77
The Catastrophist,Tortoise,['Pop/Rock'],['Thrill Jockey'],,Jan 22 2016,73
The Waiting Room,Tindersticks,['Pop/Rock'],['City Slang'],,Jan 22 2016,82
Each Other,Aidan Knight,['Pop/Rock'],['Outside Music'],,Jan 22 2016,75
Infinite Summer,Nzca/Lines,['Pop/Rock'],['Memphis Industries'],,Jan 22 2016,74
A Coliseum Complex Museum,The Besnard Lakes,['Pop/Rock'],['Jagjaguwar'],,Jan 22 2016,71
Songs for Our Mothers,Fat White Family,['Pop/Rock'],['Fat Possum'],,Jan 22 2016,63
Here Come the Rattling Trees,The High Llamas,['Pop/Rock'],['Drag City'],,Jan 22 2016,72
ATGCLVLSSCAP,Ulver,['Metal'],['House of Mythology'],,Jan 22 2016,71
Original Machines,Conrad Keely,['Pop/Rock'],['Superball Music'],,Jan 22 2016,64
Dystopia,Megadeth,['Pop/Rock'],['Universal'],,Jan 22 2016,69
Moth,Chairlift,['Pop/Rock'],['Columbia'],,Jan 22 2016,73
Love Over Will,Alex Smoke,['Electronic'],['R&S'],,Jan 22 2016,73
In the Magic Hour,Aoife O'Donovan,['Folk'],['Yep Roc'],,Jan 22 2016,78
Pond Scum,"Bonnie ""Prince"" Billy",,['Drag City'],,Jan 22 2016,77
Third Law,Roly Porter,['Electronic'],['Tri Angle'],,Jan 22 2016,82
White Bear,The Temperance Movement,['Pop/Rock'],['Earache'],,Jan 22 2016,63
Skilled Mechanics,Tricky,['Electronic'],['False Idols'],,Jan 22 2016,68
Weem,De Rosa,['Pop/Rock'],['Rock Action'],,Jan 22 2016,76
You're Dreaming,The Cactus Blossoms,['Vocal'],['Red House'],,Jan 22 2016,78
Something About April II,Adrian Younge,['R&B'],['Linear Labs'],,Jan 22 2016,83
Graspers,Akase,['Electronic'],['!K7'],,Jan 22 2016,58
Coasts,Coasts,['Pop/Rock'],['Capitol'],,Jan 22 2016,59
Para,Lord RAJA,['Electronic'],['Ghostly International'],,Jan 22 2016,79
Palana,Charlie Hilton,['Pop/Rock'],['Captured Tracks'],,Jan 22 2016,72
4 1/2,Steven Wilson,['Pop/Rock'],['Kscope'],,Jan 22 2016,71
Perfect,Half Japanese,['Pop/Rock'],['Joyful Noise'],,Jan 22 2016,80
Paradise,Pop. 1280,['Pop/Rock'],['Sacred Bones'],,Jan 22 2016,74
Feed the Fire,Promise and the Monster,['Pop/Rock'],['Bella Union'],,Jan 22 2016,74
Jesu/Sun Kil Moon,Jesu,['Pop/Rock'],['Rough Trade'],,Jan 22 2016,75
Above the Prairie,The Pines,['Folk'],['Red House Records'],,Jan 22 2016,80
Better Strangers,Acre,['Electronic'],['Tectonic'],,Jan 22 2016,73
Purple Reign [Mixtape],Future,,['Self-released'],,Jan 16 2016,71
Confessions of a Romance Novelist,The Anchoress,['Pop/Rock'],['Kscope'],,Jan 15 2016,68
Death of a Bachelor,Panic! At the Disco,['Pop/Rock'],['Fueled by Ramen Records'],,Jan 15 2016,69
Cautionary Tale,Dylan LeBlanc,['Country'],['Single Lock Records'],,Jan 15 2016,74
Not to Disappear,Daughter,['Pop/Rock'],['Glassnote Entertainment Group'],,Jan 15 2016,74
Guadalupe Plata (2015),Guadalupe Plata,['Blues'],['Everlasting'],,Jan 15 2016,71
Everything Sacred,Yorkston,['Folk'],['Domino'],,Jan 15 2016,78
Curve of the Earth,Mystery Jets,['Pop/Rock'],['Caroline'],,Jan 15 2016,73
Malibu,Anderson Paak,['Rap'],['Steel Wool Entertainment'],,Jan 15 2016,85
The Traveller,Baaba Maal,['Electronic'],['Kobalt'],,Jan 15 2016,68
3.5 Degrees,Howes,['Electronic'],['Melodic'],,Jan 15 2016,67
Bloodiest,Bloodiest,['Experimental'],['Relapse Records'],,Jan 15 2016,74
Pawn Shop,Brothers Osborne,['Country'],['EMI Nashville'],,Jan 15 2016,83
Anarchytecture,Skunk Anansie,['Pop/Rock'],['Spinefarm UK'],,Jan 15 2016,65
The Revenant [Original Motion Picture Soundtrack],Ryuichi Sakamoto,['Classical'],['Milan'],,Jan 15 2016,77
The Blue Hour,Federico Albanese,['Jazz'],['Neue Meister'],,Jan 15 2016,80
I Long to See You,Charles Lloyd,['Jazz'],['Blue Note'],,Jan 15 2016,74
It's About Time,"Hank Williams, Jr.",['Country'],['Nash Icon'],,Jan 15 2016,67
Blackstar,David Bowie,['Pop/Rock'],['Columbia'],,Jan 8 2016,87
Leave Me Alone,Hinds,['Pop/Rock'],['Mom & Pop Music'],,Jan 8 2016,74
Where Have You Been All My Life?,Villagers,['Pop/Rock'],['Domino'],,Jan 8 2016,65
Soft Days,Sea Pinks,['Pop/Rock'],['CF'],,Jan 8 2016,72
Wildfire,Rachel Platten,['Pop'],['RCA'],,Jan 1 2016,52
In My Feelings (Goin' Thru It),Boosie Badazz,['Rap'],['Lil Boosie'],,Jan 1 2016,72
King Push - Darkest Before Dawn: The Prelude,Pusha T,['Rap'],['G.O.O.D.'],,Dec 18 2015,85
Purple,Baroness,['Heavy Metal'],['Abraxan Hymns'],,Dec 18 2015,85
A Folk Set Apart,Cass McCombs,['Pop/Rock'],['Domino'],,Dec 18 2015,73
Tell Me I'm Pretty,Cage the Elephant,['Pop/Rock'],['RCA'],,Dec 18 2015,73
Speedin' Bullet 2 Heaven,Kid Cudi,['Rap'],['Republic'],,Dec 18 2015,44
Royalty,Chris Brown,['R&B'],['RCA'],,Dec 18 2015,59
The Hateful Eight [Original Motion Picture Soundtrack],Ennio Morricone,['Classical'],['Verve'],,Dec 18 2015,79
Evangelist,Evangelist,['Pop/Rock'],['Underscore Collective'],,Dec 18 2015,82
HITnRUN: Phase Two,Prince,['Pop/Rock'],['NPG'],,Dec 12 2015,63
Big GRRRL Small World,Lizzo,['Rap'],[],,Dec 11 2015,79
Art Angels,Grimes,['Pop/Rock'],['4AD'],,Dec 11 2015,88
Right On!,Jenny Lee,['Pop/Rock'],['Rough Trade'],,Dec 11 2015,66
The Buffet,R. Kelly,['R&B'],['RCA'],,Dec 11 2015,60
A New Place 2 Drown,Archy Marshall,['Pop/Rock'],['True Panther Sounds'],,Dec 11 2015,74
Chorus [Box Set],Lush,['Pop/Rock'],['4AD'],,Dec 11 2015,85
Christmas in Reno,Cassie Ramone,['Holiday'],['Burger Records'],,Dec 11 2015,67
Ardipithecus,Willow Smith,['Pop/Rock'],['Roc Nation'],,Dec 11 2015,51
Goin' Your Way [Live],Neil Finn,['Pop/Rock'],['EMI'],,Dec 11 2015,79
Speaks Evil,Giuda,['Pop/Rock'],['Burning Heart'],,Dec 11 2015,75
Long Lost Suitcase,Tom Jones,['Adult Contemporary'],['S-Curve'],,Dec 4 2015,75
A Head Full of Dreams,Coldplay,['Britpop'],['Atlantic'],,Dec 4 2015,60
Kannon,Sunn O))),['Electronic'],['Southern Lord Records'],,Dec 4 2015,81
Return of the Tender Lover,Babyface,['R&B'],['Def Jam'],,Dec 4 2015,76
The Ties That Bind: The River Collection [Box Set],Bruce Springsteen,['Pop/Rock'],['Columbia'],,Dec 4 2015,91
Science & Magic,Lil Bub,['Electronic'],['Joyful Noise'],,Dec 4 2015,72
Black Market,Rick Ross,['Rap'],['Def Jam'],,Dec 4 2015,61
Kubrick,Soulsavers,['Pop/Rock'],['San Quentin'],,Dec 4 2015,64
When It's Dark Out,G-Eazy,['Rap'],['RCA'],,Dec 4 2015,74
Late Nights: The Album,Jeremih,['R&B'],['Def Jam'],,Dec 4 2015,78
Blue Neighbourhood,Troye Sivan,['Pop'],['Capitol'],,Dec 4 2015,80
But You Cain't Use My Phone [Mixtape],Erykah Badu,,['Self-released'],,Nov 27 2015,74
Product,SOPHIE,['Pop'],['Numbers'],,Nov 27 2015,74
Monastic Living [EP],Parquet Courts,['Pop/Rock'],['Rough Trade'],,Nov 27 2015,56
"Fever 121614, Live in Japan",Deerhoof,['Pop/Rock'],['Deerhoof'],,Nov 27 2015,77
Wake Up!,Pope Francis I,['Gospel'],['Believe'],,Nov 27 2015,52
Ty-Rex [Reissue],Ty Segall,['Pop/Rock'],['Goner Records'],,Nov 27 2015,77
Rivers and Streams,Lubomyr Melnyk,['Avant-Garde'],['Erased Tapes Records'],,Nov 27 2015,79
Skeletons,Danzig,['Pop/Rock'],['Nuclear Blast'],,Nov 27 2015,71
Few More Days to Go,Fufanu,['Pop/Rock'],['One Little Indian'],,Nov 27 2015,76
Silver Liner,Ethan Johns,['Pop/Rock'],['Three Crows Records'],,Nov 27 2015,77
Find What You Love and Let It Kill You,Hurricane #1,['Pop/Rock'],['Tapete Records'],,Nov 27 2015,65
Nursery Rhymes,Bill Wells,['Jazz'],['Karaoke Kalk'],,Nov 27 2015,72
Futures,Butterfly Child,['Pop/Rock'],['Dellorso'],,Nov 27 2015,78
Listen to Formation Look for the Signs,Nadia Reid,['Folk'],['CTD'],,Nov 27 2015,81
I Abused Animal,Heather Leigh,['Pop/Rock'],['Editions Mego'],,Nov 27 2015,84
Jura,Robbie Fulks,['Folk'],['Bloodshot Records'],,Nov 27 2015,80
Black Rivers,Black Rivers,['Pop/Rock'],['Ignition Records'],,Nov 26 2015,77
Saint Cecilia EP,Foo Fighters,['Rock'],['RCA'],,Nov 23 2015,76
Mutant,Arca,['Electronic'],['Mute'],,Nov 20 2015,81
25,Adele,['Pop/Rock'],['Sony Music'],,Nov 20 2015,75
Shadow of a Doubt,Freddie Gibbs,['Rap'],[],,Nov 20 2015,78
Pure Mood,Ringo Deathstarr,['Pop/Rock'],['Reverberation'],,Nov 20 2015,74
The Complete Matrix Tapes [Box Set],The Velvet Underground,['Pop/Rock'],['Polydor'],,Nov 20 2015,86
Dark Sky Island,Enya,['New Age'],['Warner Bros.'],,Nov 20 2015,78
Hexadic II,Six Organs of Admittance,['Pop/Rock'],['Drag City'],,Nov 20 2015,73
Top 5 Dead or Alive,Jadakiss,['Rap'],['Def Jam'],,Nov 20 2015,73
Live in Paris,Tinariwen,['International'],['Anti'],,Nov 20 2015,83
Wild Winter,Smoke Fairies,['Pop/Rock'],['Full Time Hobby'],,Nov 20 2015,76
Asperities,Julia Kent,['Avant-Garde'],['Leaf'],,Nov 20 2015,84
Film Music [Box Set],Mikael Tariverdiev,['Stage & Screen'],['Earth Records'],,Nov 20 2015,88
Pleasure,Club 8,['Pop/Rock'],['Labrador'],,Nov 20 2015,74
Matt Berry & the Maypoles Live,Matt Berry & the Maypoles,['Pop/Rock'],['Acid Jazz'],,Nov 20 2015,61
Sold Out,DJ Paypal,['Dance'],['Brainfeeder'],,Nov 13 2015,77
Montage Of Heck: The Home Recordings,Kurt Cobain,['Soundtrack'],"['UMe ', ' Universal']",,Nov 13 2015,56
Alone in the Universe,Jeff Lynne's ELO,['Pop/Rock'],['RCA'],,Nov 13 2015,75
Paper Mâché Dream Balloon,King Gizzard & the Lizard Wizard,['Pop/Rock'],['ATO'],,Nov 13 2015,71
10 Years Solo Live [Box Set],Brad Mehldau,['Jazz'],['Nonesuch'],,Nov 13 2015,84
Highly Deadly Black Tarantula,Teeth of the Sea,['Pop/Rock'],['Rocket Recordings'],,Nov 13 2015,81
Black Record,Rocket from the Tombs,['Pop/Rock'],['Fire Records'],,Nov 13 2015,73
Garden of Delete,Oneohtrix Point Never,['Electronic'],['Warp'],,Nov 13 2015,79
Aquaria,Boots,['R&B'],['Columbia'],,Nov 13 2015,68
Made in the A.M.,One Direction,['Pop'],['Columbia'],,Nov 13 2015,65
Purpose,Justin Bieber,['Pop'],['Def Jam'],,Nov 13 2015,63
Heart Blanche,Cee Lo Green,['Rap'],['Atlantic'],,Nov 13 2015,57
AmERICa,Wreckless Eric,['Pop/Rock'],['Fire Records'],,Nov 13 2015,81
Free TC,Ty Dolla $ign,['Rap'],['Atlantic'],,Nov 13 2015,76
First Comes the Night,Chris Isaak,['Pop/Rock'],['Vanguard'],,Nov 13 2015,71
Songs in the Dark,The Wainwright Sisters,['Folk'],['PIAS'],,Nov 13 2015,73
Beings,Lanterns on the Lake,['Pop/Rock'],['Bella Union'],,Nov 13 2015,79
The Miraculous,Anna von Hausswolff,['Pop/Rock'],['Relativity Entertainment'],,Nov 13 2015,82
Riot Boi,Le1f,['Rap'],['Terrible'],,Nov 13 2015,78
Know It All,Alessia Cara,['R&B'],['Def Jam'],,Nov 13 2015,70
Chorusgirl,Chorusgirl,['Pop/Rock'],['Fortuna Pop'],,Nov 13 2015,82
Modern Dancing,TRAAMS,['Pop/Rock'],['Fat Cat'],,Nov 13 2015,74
Kylie Christmas,Kylie Minogue,['Holiday'],['Atlantic'],,Nov 13 2015,55
The Incredible True Story,Logic,['Rap'],['Def Jam'],,Nov 13 2015,75
Church in These Streets,Jeezy,['Rap'],['Def Jam'],,Nov 13 2015,69
Bluenote Cafe [Live],Neil Young,['Pop/Rock'],['Reprise'],,Nov 13 2015,75
Junun,Shye Ben-Tzur,['Pop/Rock'],['Nonesuch'],,Nov 13 2015,79
Beyond Belief,Mark McGuire,['Electronic'],['Dead Oceans Records'],,Nov 13 2015,80
We Are Nots,Nots,['Pop/Rock'],['Goner Records'],,Nov 13 2015,75
City Lake [Reissue],Bing & Ruth,['Experimental'],['RVNG Intl.'],,Nov 13 2015,79
Solo: Songs and Collaborations 1982-2015,Tracey Thorn,['Vocal'],['Caroline'],,Nov 13 2015,73
"Songs from the North I, II & III",Swallow the Sun,['Pop/Rock'],['Century Media'],,Nov 13 2015,78
Gode,André Bratten,['Electronic'],['Smalltown Supersound'],,Nov 13 2015,82
Mini Album Thingy Wingy,The Brian Jonestown Massacre,['Pop/Rock'],['A Recordings'],,Nov 13 2015,71
Fake Yoga,Foxymorons,['Pop/Rock'],['Foxyphoton Records'],,Nov 6 2015,73
On The Move,Slim Chance,['Folk-Rock'],['Fishpool Records'],,Nov 6 2015,84
EVENIFUDONTBELIEVE,Rustie,['Electronic'],['Warp'],,Nov 6 2015,74
Perfectamundo,Billy Gibbons & the BFG's,['Pop/Rock'],['Concord'],,Nov 6 2015,67
